dta,date_actualisation_dta,tous_locaux_visites,presence_amiante,obligation_surveillance,date_derniere_visite,obligation_mesure_taux_empoussierement,obligation_travaux,dta_consultable,lieu_dta_consultable,precision,uairne,type,secteur,code,Nom,Latitude,Longitude
OUI,1/3/2006,OUI,NON,,,,,,,,0011113E,1ORD,PU,0011113E,ECOLE ELEMENTAIRE MAURICE BAQUET <br> 01480 BEAUREGARD,46.002334171598214,4.754105832818682
OUI,12/12/2007,,NON,NON,,NON,NON,OUI,,,0010178N,1ORD,PU,0010178N,ECOLE ELEMENTAIRE  <br> 01580 SONTHONNAX-LA-MONTAGNE,46.22113321993193,5.512504834752875
NON,,,,,,,,,,,0691919L,1ORD,PR,0691919L,ECOLE ELEMENTAIRE SAINT MARTIN <br> 69850 SAINT-MARTIN-EN-HAUT,45.65865471255296,4.561947276856774
OUI,11/30/2005,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0010732R,1ORD,PU,0010732R,ECOLE ELEMENTAIRE  <br> 01190 BOZ,46.4057132346889,4.911061222230222
OUI,,OUI,NON,NON,,NON,NON,OUI,,,0691995U,1ORD,PR,0691995U,ECOLE ELEMENTAIRE CHARLES DEMIA <br> 69004 LYON 4E  ARRONDISSEMENT,45.779692118406935,4.817834199999769
OUI,1/26/2009,OUI,NON,NON,,NON,NON,OUI,,,0010107L,1ORD,PU,0010107L,ECOLE ELEMENTAIRE  <br> 01170 SEGNY,46.296001055418785,6.073582865859794
OUI,1/6/2016,OUI,OUI,NON,,NON,NON,OUI,,,0691663H,CLG,PU,0691663H,COLLEGE BELLECOMBE <br> 69006 LYON 6E  ARRONDISSEMENT,45.767220136199036,4.862698455709231
OUI,5/14/2015,OUI,OUI,OUI,,OUI,OUI,OUI,,,0691142S,1ORD,PU,0691142S,ECOLE MATERNELLE JACQUES PREVERT <br> 69160 TASSIN-LA-DEMI-LUNE,45.76146407313559,4.775080764655809
NON,,,,,,,,,,,0010860E,1ORD,PR,0010860E,ECOLE ELEMENTAIRE SAINT JOSEPH <br> 01440 VIRIAT,46.25575124478542,5.215414165099774
NON,,,,,,,,,,,0692492J,1ORD,PU,0692492J,ECOLE MATERNELLE FERNAND GAYOT <br> 69400 LIMAS,45.974250344157184,4.70387789438371
OUI,10/10/2011,OUI,OUI,NON,,NON,NON,OUI,,,0691898N,1ORD,PR,0691898N,ECOLE ELEMENTAIRE SAINT FRANCOIS <br> 69590 LARAJASSE,45.61277663724314,4.5000338310831465
OUI,1/2/2014,OUI,OUI,OUI,12/17/2013,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0421908W,1ORD,PU,0421908W,ECOLE ELEMENTAIRE VILLEBOEUF LE HAUT PRIMAIRE <br> 42000 SAINT-ETIENNE,45.43144068152794,4.402189156887207
OUI,12/13/2011,NON,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0420116Y,1ORD,PU,0420116Y,ECOLE ELEMENTAIRE LE PERRON PRIMAIRE <br> 42600 BARD,45.58734120902354,4.012724390775837
OUI,10/11/2005,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0010374B,1ORD,PU,0010374B,ECOLE ELEMENTAIRE SPINOSA <br> 01600 SAINT-BERNARD,45.94564847012394,4.736357359134527
NON,,,,,,,,,,,0010131M,1ORD,PU,0010131M,ECOLE ELEMENTAIRE LES CHARDONS BLEUS <br> 01170 CROZET,46.27905255263271,6.015072952185463
OUI,11/16/2005,OUI,NON,,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0010175K,1ORD,PU,0010175K,ECOLE ELEMENTAIRE  <br> 01460 NURIEUX-VOLOGNAT,46.18372990391039,5.524696962584347
OUI,,OUI,OUI,OUI,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","QUESTION 3 = décembre 2014
QUESTION 7 = février 2016
QUESTION 12= dalle de sol, conduit fibrociment",0691873L,1ORD,PU,0691873L,ECOLE MATERNELLE LOUIS PERGAUD <br> 69680 CHASSIEU,45.73906256400291,4.972873089637474
OUI,8/4/2015,OUI,OUI,NON,,NON,OUI,OUI,,,0010494G,1ORD,PU,0010494G,ECOLE MATERNELLE  <br> 01120 MONTLUEL,45.86702045964924,5.045937438144112
OUI,7/19/2004,OUI,NON,NON,,NON,NON,OUI,,,0010259B,APPL,PU,0010259B,ECOLE ELEMENTAIRE D APPLICATION  <br> 01330 VILLARS-LES-DOMBES,46.00064806345028,5.029357206525831
NON,,,,,,,,,,,0420315P,1ORD,PU,0420315P,ECOLE MATERNELLE BEAUCUEIL MATERNELLE <br> 42153 RIORGES,46.046990382921244,4.044659687152364
NON,,,,,,,,,,,0421783K,1ORD,PR,0421783K,ECOLE ELEMENTAIRE LES MARELLES <br> 42800 SAINT-MARTIN-LA-PLAINE,45.54805347937839,4.594272118418066
OUI,,,OUI,,,,,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0420690X,1ORD,PU,0420690X,ECOLE MATERNELLE CHAPPE MATERNELLE <br> 42000 SAINT-ETIENNE,45.44023300797326,4.392594920349986
NON,,,,,,,,,,,0690772P,1ORD,PU,0690772P,ECOLE ELEMENTAIRE  <br> 69490 SAINT-ROMAIN-DE-POPEY,45.84674826805921,4.5328321783243135
OUI,7/29/2005,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0010886H,1ORD,PU,0010886H,ECOLE MATERNELLE LA SOURCE BLEUE <br> 01590 DORTAN,46.31468672626215,5.655856043271125
NON,,,,,,,,,,,0420839J,1ORD,PU,0420839J,ECOLE ELEMENTAIRE LES PETITS RATS BLANCS <br> 42460 SEVELINGES,46.097433013152674,4.2975149165927675
OUI,3/11/2015,OUI,OUI,OUI,3/11/2015,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0420362R,1ORD,PU,0420362R,ECOLE ELEMENTAIRE CROZON ELEMENTAIRE <br> 42300 ROANNE,46.04196814047738,4.069937039344265
OUI,12/12/2006,OUI,OUI,,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0690170K,1ORD,PU,0690170K,ECOLE ELEMENTAIRE FRANCOIS MANSART <br> 69800 SAINT-PRIEST,45.68974107644869,4.9492264510703965
NON,,,,,,,,,,,0010763Z,1ORD,PU,0010763Z,ECOLE ELEMENTAIRE  <br> 01250 MONTAGNAT,46.17018775418562,5.284214548972104
OUI,,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0692264L,1ORD,PU,0692264L,ECOLE MATERNELLE MARIE JOSE BAJARD <br> 69650 QUINCIEUX,45.91241419969266,4.781123664606395
OUI,12/20/2007,OUI,NON,NON,,,,OUI,,,0690929K,1ORD,PU,0690929K,ECOLE ELEMENTAIRE JACQUES PREVERT <br> 69690 COURZIEU,45.74681820277684,4.569634484829545
NON,,,,,,,,,,,0690855E,1ORD,PU,0690855E,ECOLE ELEMENTAIRE MARIUS GROS <br> 69650 QUINCIEUX,45.91037321849029,4.780033176500625
OUI,10/19/2015,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0693964J,1ORD,PU,0693964J,ECOLE ELEMENTAIRE GIRARD DESARGUES <br> 69390 VOURLES,45.660733927739976,4.777064759214965
OUI,10/3/2008,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0420351D,1ORD,PU,0420351D,ECOLE ELEMENTAIRE PLACE DE L'ECOLE ELEMENTAIRE <br> 42340 RIVAS,45.58553209354611,4.248142306812145
OUI,,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0010225P,1ORD,PU,0010225P,ECOLE ELEMENTAIRE  <br> 01260 ARVIERE-EN-VALROMEY,45.908685841127784,5.724373918018443
OUI,9/16/2005,OUI,OUI,NON,,NON,NON,OUI,,"L'amiante détectée alors était dans certains revêtements de sol (dalles avec une présence de chrysotile détectée) ainsi que pour les colles et joints employés pour retenir les dites dalles, dans les salles de classe ainsi qu'aux appartements de fonction. ",0692420F,CLG,PU,0692420F,COLLEGE MAURICE UTRILLO <br> 69665 LIMAS,45.98145345205917,4.704882523893
NON,,,,,,,,,,,0422133R,1ORD,PU,0422133R,ECOLE ELEMENTAIRE LE BOURG PRIMAIRE <br> 42510 BUSSIERES,45.83738846417141,4.268860563683233
OUI,3/2/2006,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0420911M,1ORD,PU,0420911M,ECOLE ELEMENTAIRE ROUTE DU CHENE PRIMAIRE <br> 42780 VIOLAY,45.852034982119186,4.348037067126687
OUI,,OUI,NON,NON,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","question 11=Mairie
pièces jointes = DTA bureau Véritas, reçu par B.E du SAAM C3 du 31/08/2016 n°0102, reçu le 13/09/2016 (064)",0691378Y,1ORD,PU,0691378Y,ECOLE ELEMENTAIRE  <br> 69440 SAINT-LAURENT-D'AGNY,45.639524568582466,4.683945974504773
OUI,3/14/2007,OUI,NON,NON,,NON,NON,OUI,,,0692048B,1ORD,PR,0692048B,ECOLE ELEMENTAIRE SAINT LAURENT <br> 69930 SAINT-LAURENT-DE-CHAMOUSSET,45.73718203073164,4.46190251660288
OUI,2/6/2004,,OUI,NON,,NON,NON,OUI,,,0693167T,1ORD,PU,0693167T,ECOLE ELEMENTAIRE FRANCOIS THOMAS <br> 69400 PORTE DES PIERRES DOREES,45.97023097255167,4.663691341524832
OUI,9/1/2005,OUI,NON,,,,,,,,0011014X,1ORD,PU,0011014X,ECOLE ELEMENTAIRE  <br> 01140 SAINT-ETIENNE-SUR-CHALARONNE,46.1480374942174,4.867033600045398
OUI,10/26/2005,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0422039N,1ORD,PU,0422039N,ECOLE ELEMENTAIRE PRUGNAT ELEMENTAIRE <br> 42800 RIVE-DE-GIER,45.532592744742345,4.625388478192599
OUI,2/9/2006,NON,OUI,NON,,NON,NON,OUI,,Présence d'amiante dans les dalle de sol - Mesures de précautions à prendre en cas de travaux sur ces sols,0421926R,1ORD,PU,0421926R,ECOLE ELEMENTAIRE LES CEDRES ELEMENTAIRE <br> 42170 SAINT-JUST-SAINT-RAMBERT,45.507698073741615,4.2624102597618005
NON,,,,,,,,,,,0010710S,1ORD,PU,0010710S,ECOLE ELEMENTAIRE  <br> 01310 CONFRANCON,46.268141001872976,5.0671719207735375
OUI,11/28/1996,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0420809B,1ORD,PU,0420809B,ECOLE ELEMENTAIRE R.DU DAUPHINE PRIMAIRE <br> 42220 SAINT-SAUVEUR-EN-RUE,45.27094199573711,4.495356548568478
NON,,,,,,,,,,,0420850W,1ORD,PU,0420850W,ECOLE MATERNELLE JEAN PLATHEY MATERNELLE <br> 42350 LA TALAUDIERE,45.47768887989307,4.4328875091863615
OUI,1/15/2002,OUI,OUI,OUI,,,NON,OUI,,"Le rapport demandait à faire procéder à un contrôle de l'état de conservation des matériaux contenant de l'amiante avant le 15/01/2005 mais je n'ai pas eu de compte-rendu de ce rapport.
Même date pour un contrôle et dossier amiante pour l'ensemble du bâ",0690872Y,1ORD,PU,0690872Y,ECOLE ELEMENTAIRE  <br> 69400 PORTE DES PIERRES DOREES,45.968057424928226,4.632768398750061
OUI,9/26/2014,OUI,OUI,NON,9/26/2014,NON,NON,OUI,,Le DTA fait état des lieux du batiment A mais pas du B alors que les 2 ont été visités.,0693326R,1ORD,PU,0693326R,ECOLE ELEMENTAIRE LEO LAGRANGE <br> 69200 VENISSIEUX,45.699606834904536,4.874719914096243
OUI,12/22/2016,OUI,OUI,OUI,12/20/2012,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Aucune fibre relevée lors des mesures d'empoussièrement en 2015,0691563Z,1ORD,PU,0691563Z,ECOLE ELEMENTAIRE LES CALABRES <br> 69330 MEYZIEU,45.783003921931495,5.004102624792849
OUI,4/19/2006,OUI,OUI,OUI,4/19/2006,NON,NON,OUI,,,0693429C,1ORD,PU,0693429C,ECOLE MATERNELLE LES NOYERAIES <br> 69570 DARDILLY,45.80813075136414,4.753028539631237
NON,,,,,,,,,,,0690781Z,1ORD,PU,0690781Z,ECOLE ELEMENTAIRE LA ROSE DES VENTS <br> 69700 BEAUVALLON,45.604576100594464,4.727137305081078
OUI,,OUI,NON,NON,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","question 11= en Mairie
Pièces jointes : DTA du bureau véritas
Cf BORDEREAU D 'ENVOI du 31/08/2016 SAAM C3 n°0102 reçu le 13/09/2016(064)",0693381A,1ORD,PU,0693381A,ECOLE MATERNELLE  <br> 69440 SAINT-LAURENT-D'AGNY,45.63987817346232,4.684271306033273
OUI,11/28/2005,OUI,OUI,NON,,NON,NON,OUI,,,0011168P,1ORD,PU,0011168P,ECOLE ELEMENTAIRE PRE DES SAULES <br> 01100 BELLIGNAT,46.25176529212897,5.638047510551118
OUI,11/28/2005,OUI,OUI,NON,,NON,NON,OUI,,,0011165L,1ORD,PU,0011165L,ECOLE MATERNELLE PRE DES SAULES <br> 01100 BELLIGNAT,46.251464086803004,5.6377485702477035
OUI,11/28/2005,OUI,NON,NON,,NON,NON,OUI,,,0010922X,1ORD,PU,0010922X,ECOLE ELEMENTAIRE LES SOURCES <br> 01100 BELLIGNAT,46.241086040950755,5.631274271591443
OUI,11/28/2005,OUI,NON,NON,,NON,NON,OUI,,,0010921W,1ORD,PU,0010921W,ECOLE MATERNELLE LES SOURCES <br> 01100 BELLIGNAT,46.240737238603344,5.631006902337202
,,,,,,,,,,"Cf mail du16/06/2016
""Bonjour, 
je n'ai aucune information à ce sujet dans mon registre sécurité. J'ai donc transmis le questionnaire à la mairie pour qu'elle puisse m'informer.
Cordialement, Mme VINET, directrice de l'école de TRAMOYES(01390)""",0010384M,1ORD,PU,0010384M,ECOLE ELEMENTAIRE ROBERT DOISNEAU <br> 01390 TRAMOYES,45.87496788568572,4.964101925747723
OUI,6/16/2008,OUI,NON,NON,,NON,NON,OUI,,,0010898W,1ORD,PU,0010898W,ECOLE MATERNELLE  <br> 01250 CEYZERIAT,46.17828739693519,5.3203659841338915
OUI,6/16/2008,OUI,NON,NON,,NON,NON,OUI,,,0011177Z,1ORD,PU,0011177Z,ECOLE ELEMENTAIRE  <br> 01250 CEYZERIAT,46.17822925329021,5.319816246535524
OUI,6/16/2008,OUI,NON,NON,,NON,NON,OUI,,,0011387C,CLG,PU,0011387C,COLLEGE LUCIE AUBRAC <br> 01250 CEYZERIAT,46.18418202421931,5.322164067266987
,,,,,,,,,,,0010372Z,1ORD,PU,0010372Z,ECOLE ELEMENTAIRE  <br> 01390 SAINT-ANDRE-DE-CORCY,45.92769378937486,4.954574813647756
,,,,,,,,,,,0011257L,CLG,PU,0011257L,COLLEGE DE LA DOMBES <br> 01390 SAINT-ANDRE-DE-CORCY,45.927384472778215,4.958241330984628
OUI,11/10/2004,OUI,NON,NON,,NON,NON,OUI,Autres,,0010032E,LYC,PU,0010032E,LYCEE POLYVALENT XAVIER BICHAT <br> 01130 NANTUA,46.155415905669095,5.602850652061334
NON,,,,,,,,,,,0691330W,1ORD,PU,0691330W,ECOLE ELEMENTAIRE DE MARNAND <br> 69240 THIZY-LES-BOURGS,46.0349271695769,4.329134549583746
OUI,1/1/1997,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0421837U,1ORD,PU,0421837U,ECOLE ELEMENTAIRE GUITTON ELEMENTAIRE <br> 42390 VILLARS,45.46619209588985,4.366800544357036
OUI,12/11/2015,NON,OUI,NON,,NON,NON,OUI,Autres,,0691673U,CLG,PU,0691673U,COLLEGE LA CLAVELIERE <br> 69600 OULLINS,45.709918269539315,4.8171069569531815
OUI,9/1/2008,OUI,OUI,OUI,9/1/2008,OUI,OUI,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0691092M,1ORD,PU,0691092M,ECOLE ELEMENTAIRE  <br> 69640 DENICE,46.00501344941621,4.647388622836073
OUI,3/1/2006,OUI,OUI,OUI,,,,OUI,,"A ma connaissance, il n'y a pas eu de visite de contrôle depuis le 1/03/2006.",0421477C,1ORD,PU,0421477C,ECOLE ELEMENTAIRE MAGAND ELEMENTAIRE <br> 42290 SORBIERS,45.48928444806484,4.450823475441081
OUI,11/27/1996,OUI,NON,NON,,NON,NON,OUI,,,0692747L,1ORD,PU,0692747L,ECOLE MATERNELLE ALICE SALANON <br> 69490 VINDRY-SUR-TURDINE,45.87681748071694,4.489671669456449
OUI,9/30/2013,OUI,OUI,OUI,9/30/2016,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0421587X,1ORD,PU,0421587X,ECOLE ELEMENTAIRE LE BOURG PRIMAIRE <br> 42210 BOISSET-LES-MONTROND,45.62412429379496,4.212466737283712
OUI,,OUI,NON,NON,,NON,NON,OUI,Autres,,0693423W,1ORD,PU,0693423W,ECOLE ELEMENTAIRE LOUIS REGARD <br> 69580 SATHONAY-CAMP,45.823330959437826,4.87596928227053
OUI,8/2/2006,OUI,NON,NON,,NON,NON,OUI,,,0011333U,CLG,PU,0011333U,COLLEGE YVON MORANDAT <br> 01000 SAINT-DENIS-LES-BOURG,46.20334653010372,5.196305226240886
OUI,12/19/2016,OUI,NON,NON,,NON,NON,OUI,,,0421560T,1ORD,PU,0421560T,ECOLE ELEMENTAIRE LE BOURG PRIMAIRE <br> 42640 SAINT-ROMAIN-LA-MOTTE,46.084563765164205,3.983512495914544
OUI,6/19/2013,OUI,OUI,NON,,NON,NON,OUI,,,0011262S,1ORD,PU,0011262S,ECOLE ELEMENTAIRE PAROZET <br> 01170 GEX,46.33843874486853,6.0668432165694
OUI,9/1/2009,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0693723X,1ORD,PU,0693723X,ECOLE ELEMENTAIRE LE PETIT PRINCE <br> 69550 AMPLEPUIS,45.97106517331892,4.329820800141686
OUI,10/20/2010,OUI,OUI,OUI,3/4/2016,NON,NON,OUI,,,0011070H,CLG,PU,0011070H,COLLEGE ANTOINE CHINTREUIL <br> 01190 PONT-DE-VAUX,46.43119626384424,4.9393374175786064
OUI,4/26/2010,OUI,OUI,NON,,NON,NON,OUI,,,0692740D,1ORD,PU,0692740D,ECOLE ELEMENTAIRE LEON JOUHAUX <br> 69003 LYON 3E  ARRONDISSEMENT,45.75574362483339,4.854018506747863
NON,,,,,,,,,,,0110019L,LYC,PU,0110019L,LYCEE POLYVALENT JACQUES RUFFIE <br> 11303 LIMOUX,43.05080871259758,2.2194252679118787
NON,,,,,,,,,,,0110209T,1ORD,PU,0110209T,ECOLE MATERNELLE  <br> 11700 CASTELNAU-D'AUDE,43.23056492083581,2.6722063370444564
NON,,,,,,,,,,,0110539B,1ORD,PU,0110539B,ECOLE ELEMENTAIRE  <br> 11200 SAINT-ANDRE-DE-ROQUELONGUE,43.11541243393821,2.8388741707324563
OUI,3/24/2009,OUI,OUI,NON,,NON,NON,OUI,,Nouveau contrôle mandaté par le conseil départemental de l'aude le 26 mai 2016,0110870L,CLG,PU,0110870L,COLLEGE ANTOINE PONS <br> 11230 CHALABRE,42.985108904481415,2.004979939508664
,,,,,,,,,,,0110325U,1ORD,PU,0110325U,ECOLE ELEMENTAIRE  <br> 11400 ISSEL,43.36612436248976,1.9917151200014171
OUI,8/9/2005,OUI,OUI,NON,,NON,NON,OUI,,"les composants contenant de l'amiante se trouvent 
dans le conduit de fluide (eau) (fibro ciment) qui se trouve dans la cave sous l'école
précision sur la localisation: visible dans la cave
état conservation, dégradation: bon état de conservation",0110440U,1ORD,PU,0110440U,ECOLE MATERNELLE LAMARTINE <br> 11100 NARBONNE,43.18696506169147,3.0063527528074587
NON,,,,,,,,,,,0110254S,1ORD,PU,0110254S,ECOLE ELEMENTAIRE  <br> 11390 CUXAC-CABARDES,43.370168791705716,2.288575615897431
,,,,,,,,,,"Je suis incapable de répondre à une seule de ces questions.
En effet, je suis le directeur de l'école, mais le gestionnaire des locaux, c'est la mairie et la Ville seule est à même de donner les réponses à ces questions.",0110431J,1ORD,PU,0110431J,ECOLE ELEMENTAIRE PIERRE BROSSOLETTE <br> 11100 NARBONNE,43.18277314087225,2.9894956100837216
NON,,,,,,,,,,,0110577T,1ORD,PU,0110577T,ECOLE ELEMENTAIRE  <br> 11600 VILLARDONNEL,43.334394913208754,2.312263463793104
OUI,8/27/2015,OUI,OUI,OUI,8/27/2015,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0110068P,CLG,PU,0110068P,COLLEGE GEORGES BRASSENS <br> 11100 NARBONNE,43.18619491616579,2.9742537468546484
NON,,,,,,,,,,,0110919P,1ORD,PU,0110919P,ECOLE MATERNELLE  <br> 11370 LEUCATE,42.909132832887295,3.0310257513468435
NON,,,,,,,,,,,0110449D,1ORD,PU,0110449D,ECOLE ELEMENTAIRE GASTON BONHEUR <br> 11100 NARBONNE,43.16351354035372,3.1663469482643687
OUI,6/17/2004,OUI,OUI,NON,,NON,NON,OUI,,"Malgré le bon état de conservation des dalles présentant de l'amiante, elles ont été enlevées et remplacées par du carrelage.
Les Conduits amiante ciment des descentes d'eaux pluviales WC et préau ont été remplacés lors de travaux à l'école.",0110151E,APPL,PU,0110151E,ECOLE ELEMENTAIRE D APPLICATION ISLY <br> 11000 CARCASSONNE,43.21176724948458,2.3397281843610225
OUI,2/17/2014,OUI,OUI,NON,,,NON,OUI,,,0110672W,CLG,PU,0110672W,COLLEGE JULES VERNE <br> 11000 CARCASSONNE,43.217445086615704,2.3515949040043846
NON,,,,,,,,,,,0110182N,1ORD,PU,0110182N,ECOLE MATERNELLE LA PRADE <br> 11000 CARCASSONNE,43.21789017331121,2.3571295888265107
NON,,,,,,,,,,,0110917M,1ORD,PU,0110917M,ECOLE MATERNELLE MARIE PAPE CARPANTIER <br> 11120 MOUSSAN,43.232910750913604,2.9513174906939
NON,,,,,,,,,,,0110400A,1ORD,PU,0110400A,ECOLE MATERNELLE  <br> 11190 MONTAZELS,42.94490652523146,2.246490636302874
NON,,,,,,,,,,,0110212W,1ORD,PU,0110212W,ECOLE ELEMENTAIRE  <br> 11390 CAUDEBRONDE,43.3783417097204,2.3103338759200778
NON,,,,,,,,,,,0110380D,1ORD,PU,0110380D,ECOLE ELEMENTAIRE  <br> 11300 MALVIES,43.11707652118331,2.1840401526927637
NON,,,,,,,,,,,0111015U,CLG,PU,0111015U,COLLEGE MARCELIN ALBERT <br> 11120 SAINT-NAZAIRE-D'AUDE,43.255719663070394,2.9089678853415686
NON,,,,,,,,,,,0110378B,1ORD,PU,0110378B,ECOLE ELEMENTAIRE  <br> 11300 MALRAS,43.06198197987568,2.174271001058227
NON,,OUI,,,,,,,,,0110422Z,1ORD,PU,0110422Z,ECOLE ELEMENTAIRE  <br> 11330 MOUTHOUMET,42.96169712900843,2.529779809864212
OUI,10/24/2006,OUI,NON,NON,,NON,NON,OUI,,,0110508T,1ORD,PU,0110508T,ECOLE MATERNELLE LOUIS PASTEUR <br> 11500 QUILLAN,42.87520294533788,2.175944672062616
OUI,,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0110166W,1ORD,PU,0110166W,ECOLE ELEMENTAIRE MARCELLIN BERTHELOT <br> 11000 CARCASSONNE,43.221739037812526,2.3497250144410295
NON,,,,,,,,,,,0110863D,1ORD,PU,0110863D,ECOLE ELEMENTAIRE  <br> 11420 BELPECH,43.199396914955024,1.7486544394039343
OUI,9/9/2015,OUI,NON,,,,,,,,0300291D,1ORD,PU,0300291D,ECOLE ELEMENTAIRE  <br> 30260 BROUZET-LES-QUISSAC,43.86112105618044,3.98857922809415
OUI,6/5/2015,OUI,NON,NON,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0300833T,1ORD,PU,0300833T,ECOLE MATERNELLE FLORIAN <br> 30610 SAUVE,43.94355978609894,3.9488192081112237
,,,,,,,,,,L'école de MONOBLET est un bâtiment neuf en écoconstruction.,0300541A,1ORD,PU,0300541A,ECOLE ELEMENTAIRE  <br> 30170 MONOBLET,43.999778395305185,3.888452919808628
,,,,,,,,,,,0301694D,1ORD,PU,0301694D,ECOLE MATERNELLE  <br> 30350 DOMESSARGUES,43.97610621500385,4.170055476551645
NON,,,,,,,,,,,0301790H,1ORD,PU,0301790H,ECOLE ELEMENTAIRE LANGEVIN WALLON <br> 30520 SAINT-MARTIN-DE-VALGALGUES,44.15513881395117,4.090212044873391
,,,,,,,,,,Ouverture du lycée 1er septembre 2009,0301778V,LYC,PU,0301778V,LYCEE POLYVALENT JACQUES PREVERT <br> 30380 SAINT-CHRISTOL-LEZ-ALES,44.09316302539688,4.082622611024222
NON,,,,,,,,,,,0301534E,1ORD,PU,0301534E,ECOLE ELEMENTAIRE BATISTO BONNET <br> 30127 BELLEGARDE,43.75520240938389,4.514353056925963
OUI,2/22/2007,OUI,NON,NON,,NON,NON,OUI,,,0300466U,1ORD,PU,0300466U,ECOLE MATERNELLE EUGENIE DELEUZE <br> 30240 LE GRAU-DU-ROI,43.536376681633996,4.140919135217125
OUI,10/27/2015,OUI,NON,NON,,NON,NON,OUI,,,0300293F,1ORD,PU,0300293F,ECOLE ELEMENTAIRE  <br> 30580 LA BRUGUIERE,44.11104614627368,4.4149937315713865
OUI,3/3/2011,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,0300706E,1ORD,PU,0300706E,ECOLE ELEMENTAIRE  <br> 30980 SAINT-DIONISY,43.80533708142153,4.231251940163764
OUI,9/29/1997,OUI,NON,NON,,NON,NON,OUI,,,0301198P,1ORD,PU,0301198P,ECOLE ELEMENTAIRE  <br> 30140 TORNAC,44.022585136668646,3.997562998354056
OUI,11/11/2003,OUI,OUI,NON,,NON,NON,OUI,,Amiante sur les conduites en fibrociment dans les sous sols et dans les murs,0300052U,LYC,PU,0300052U,LYCEE POLYVALENT ANDRE CHAMSON <br> 30123 LE VIGAN,43.98962052033447,3.60112796887501
OUI,11/11/2003,OUI,NON,NON,,NON,NON,OUI,,Amiante sur les conduites en fibrociment dans les sous sols et dans les murs,0301326D,CLG,PU,0301326D,COLLEGE ANDRE CHAMSON <br> 30123 LE VIGAN,43.98987148426897,3.6006618931999266
NON,,,,,,,,,,,0110717V,1ORD,PU,0110717V,ECOLE ELEMENTAIRE JEAN GIONO <br> 11000 CARCASSONNE,43.22595652169692,2.3535413225479362
OUI,9/28/2005,OUI,NON,NON,,NON,NON,OUI,,,0301350E,1ORD,PU,0301350E,ECOLE MATERNELLE GERARD CAZENEUVE <br> 30870 CLARENSAC,43.82797352161185,4.2226468844315095
