permis_date,dta,date_actualisation_dta,tous_locaux_visites,presence_amiante,obligation_surveillance,date_derniere_visite,obligation_mesure_taux_empoussierement,obligation_travaux,dta_consultable,lieu_dta_consultable,precision,type,secteur,code,Latitude,Longitude,collectivite
2,NON,,,,,,,,,,,1ORD,PU,0550709X,48.98055055264528,5.713282672145247,1
1,OUI,,OUI,NON,,,,,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",date du rapport: 21 11 2003,1ORD,PU,0541230U,48.77465379818022,6.128893378786168,1
1,NON,,,,,,,,,,,1ORD,PU,0573118E,49.09168684525774,6.893467659781479,1
1,OUI,3/14/2016,OUI,OUI,OUI,3/14/2016,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Nous avons eu la visite du pôle Immobilier de la Région le 27/06 pour notification de la mise à jour du DTA. Nous sommes en attente de la réception du nouveau support.
Par ailleurs, la Région a décidé de mettre en œuvre des travaux de recouvrement dans ",LYC,PU,0550008K,48.754531825453554,5.585926631021893,3
1,OUI,2/20/2006,OUI,OUI,OUI,,NON,NON,OUI,,,1ORD,PU,0570897R,49.013590915237096,7.338277898908768,1
2,OUI,,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0541001V,48.63167735698916,6.2982479664212825,1
1,OUI,7/25/2006,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0572768Z,49.205433121379464,6.298607084589268,1
1,OUI,4/7/1999,OUI,NON,NON,,NON,NON,OUI,,L'internat Garçons a fait l'objet d'un nouveau DAT le 25/02/2015. Aucun matériau analysé ne contenait d'amiante. Les potes coupe-feu mentionnées dans le précédent DAT ont toutes été remplacées par des portes dépourvues d'amiante.,LYC,PU,0540042C,48.690366582035296,6.192190879524556,3
1,OUI,6/9/2013,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0572447A,49.08699311762926,7.173767389012108,1
1,OUI,11/19/2012,OUI,OUI,OUI,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0541038K,49.50752766038253,5.6337022489294535,1
1,OUI,3/5/2012,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0550791L,48.757376954794466,5.0260689353379275,1
0,OUI,2/8/1999,OUI,NON,NON,,NON,NON,OUI,,La nouvelle école maternelle n'est pas concernée.,1ORD,PU,0573604H,48.98175899433674,6.346573068402453,1
1,OUI,2/25/2014,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0570448C,49.149924198582774,6.1488749120670585,1
1,OUI,5/16/2016,OUI,OUI,OUI,5/16/2016,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Pour les réponses aux questions 6, 8 et 9, nous attendons le rapport de l’organisme de contrôle qui est en cours.
Un bâtiment du lycée est amianté et est fermé au public.",LYC,PU,0570030Y,49.17871720941764,6.895435231885865,3
1,OUI,1/29/2007,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0570844H,49.101383759898795,7.050286782723987,1
1,OUI,9/8/2014,OUI,OUI,OUI,9/9/2014,OUI,OUI,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Réponses aux questions 8 et 9 : Dans le paragraphe 1.4 Préconisations, mes réponses se basent sur ce paragraphe qui indique des dispositions spécifiques de protection, l'appel à un maitre d'oeuvre spécialisé pour concevoir le projet de suppression de l'am",1ORD,PU,0572865E,49.29287479327718,6.113228498045763,1
1,OUI,3/10/2006,OUI,OUI,NON,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",COPIE DOSSIER TECHNIQUE PRESENT DANS L ECOLE,1ORD,PU,0550913U,48.79061339353336,5.125424644747628,1
1,OUI,,OUI,OUI,OUI,,NON,NON,OUI,,,CLG,PU,0572021M,49.10887125252949,7.051549728822333,2
1,OUI,6/6/2007,OUI,OUI,NON,,OUI,OUI,OUI,,,1ORD,PU,0571918A,49.189956200251416,6.199645734497615,1
1,OUI,10/18/2015,OUI,OUI,OUI,10/18/2015,NON,NON,OUI,,,CLG,PU,0570127D,49.11842545451081,6.227211852188134,2
2,,,,,,,,,,,Le bâtiment scolaire a été totalement réhabilité en 2003. Le permis de construire relatif à cette construction a été accordé courant 2003. Les matériaux utilisés ont été conformes à la réglementation en vigueur.,1ORD,PU,0570444Y,49.14843393052657,6.00499214323732,1
1,OUI,3/1/2006,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0880808A,48.38688169583415,6.583015838623973,1
1,OUI,4/16/2013,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0572864D,49.31030032370995,6.335519784456374,1
1,OUI,8/28/1996,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Locaux visités en intégralité sauf au 1er et 3ème étage aile sud du bâtiment (pas locaux scolaires)
Présence d'amiante sur  pignon du bâtiment annexe en fibrociment annexé à l'école. Pas d'amiante dans les bâtiments de l'école primaire
Ecole maternell",1ORD,PU,0880949D,47.88094624735994,6.764595489540971,1
1,OUI,10/24/2004,OUI,OUI,OUI,,,,OUI,,Le collège va être reconstruction complète à partir de 2017 et les bâtiments actuels seront détruits.,CLG,PU,0881147U,48.24654295660969,6.410835788464984,2
1,OUI,3/21/1997,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0571618Z,48.97867539083515,7.517805332542109,1
1,NON,,,,,,,,,,,1ORD,PU,0570613G,48.800220384629775,7.239812555500849,1
1,OUI,5/3/2007,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PR,0572382E,49.14709815590464,6.8165752478769415,1
1,OUI,5/3/2007,OUI,OUI,NON,,NON,NON,OUI,,,CLG,PR,0570199G,49.146697795973985,6.816483981501977,2
1,OUI,6/28/2007,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PR,0572381D,49.1846440789836,6.902148907183423,1
1,OUI,5/3/2007,OUI,OUI,OUI,5/3/2007,NON,NON,OUI,,,LYC,PR,0572340J,49.18491339888706,6.901365902704402,3
1,OUI,12/16/2005,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0880548T,48.075058979039824,6.882815269629401,1
1,OUI,5/3/2007,OUI,OUI,OUI,5/3/2007,NON,NON,OUI,,,CLG,PR,0572922S,49.18479955258741,6.901767901967609,2
1,OUI,2/7/2007,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0881644J,48.192452421682646,6.453305748900923,1
1,OUI,1/12/2007,,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0570846K,49.115022965341524,7.068711084548529,1
1,OUI,10/18/2005,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0573045A,49.253792728112536,6.0523580468118245,1
1,OUI,12/23/2005,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0540712F,48.793433357979545,6.162416132744296,1
1,OUI,5/3/2007,OUI,OUI,OUI,5/3/2007,NON,NON,OUI,,,LP,PR,0572953A,49.184870889687545,6.901760925033019,3
0,NON,,,,,,,,,,,1ORD,PU,0541754N,48.90157452292792,6.024278629558704,1
1,NON,,,,,,,,,,,1ORD,PU,0572445Y,48.75020382568013,7.25579301699037,1
1,OUI,,OUI,OUI,,,,,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Amiante dans les plaques de ""fibro-ciment"" du préau devant être remplacées cet été.",1ORD,PU,0550161B,49.35542519238568,5.5269683381980395,1
1,OUI,10/21/2005,OUI,OUI,NON,,NON,OUI,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Les dalles de sol de deux salles de classe et celles du dégagement citées dans le DTA ont été recouvertes d'une chape fibrée et d'un revêtement de sol lors des travaux de réfection de l'école en 2010.
Il n'y a pas d'autres matériaux présents contenant d",1ORD,PU,0573019X,49.121773185807726,7.356214615457814,1
1,NON,,,,,,,,,,,1ORD,PU,0570396W,48.84082738427571,7.177939531519399,1
1,OUI,7/7/2008,OUI,OUI,NON,,NON,NON,OUI,,,CLG,PU,0880068W,47.92927317054435,6.482719415032951,2
1,OUI,3/23/2016,OUI,OUI,OUI,3/23/2016,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0542072J,49.36922635852639,5.895261530282223,1
2,,,,,,,,,,,,1ORD,PU,0550766J,48.795296633097,5.215842807932959,1
1,OUI,3/5/2007,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0573521T,49.103952823107996,6.196204249174433,1
1,OUI,7/18/2005,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0542317A,48.52854960764361,5.969999430474843,1
1,OUI,,OUI,OUI,OUI,3/24/2012,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",La directrice de l'école informe la mairie qu'un renouvellement de contrôle amiante devrait être effectué au cours de cette année 2016,1ORD,PU,0550233E,48.751056807455214,5.1152258311294885,1
1,OUI,7/22/2016,OUI,OUI,NON,,NON,OUI,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Travaux d'élimination des matériaux contenant des traces d'amiante (colle et dalles de sol) ont été réalisés en juillet 2007.,1ORD,PU,0572906Z,49.13062165935386,6.123415073922191,1
1,NON,,,,,,,,,,Permis de construire accepté selon les obligations de l'époque (1977),1ORD,PU,0570996Y,49.233305623752614,6.300856038955738,1
1,OUI,2/14/2008,OUI,OUI,NON,,NON,NON,OUI,,"Le DTA préconise la surveillance de l'état des matériaux.
Des plaques planes du bardage du pignon gauche (produits dans lesquels de l'amiante a été repéré) sont cassées.",1ORD,PU,0570662K,48.69916177420805,7.102613678547287,1
1,OUI,4/18/2006,OUI,NON,NON,,NON,NON,OUI,,,CLG,PU,0541819J,48.6874350176983,6.179683100583273,2
1,OUI,8/25/2004,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0542217S,49.4425697173789,5.602284969059999,1
1,OUI,10/9/1998,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0572233T,48.683040090205814,7.20118239497508,1
1,OUI,5/16/2012,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0550366Z,48.83479983461915,5.044705607042825,1
1,OUI,2/12/2008,OUI,OUI,NON,,NON,NON,OUI,,"Le DTA préconise la surveillance de l'état des matériaux.
Dans la salle de classe contenant de l'amiante des dalles sont défectueuses et des travaux ont été réalisés (perçage de dalles). Le matériel scolaire n'avait pas été protégé. 
De nouveaux trava",1ORD,PU,0572947U,48.699363523929065,7.102692116797974,1
1,OUI,,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0571990D,49.07820668860197,6.315612206523582,1
1,NON,,,,,,,,,,,1ORD,PU,0540590Y,49.44538497517271,5.78080115703129,1
1,,,,NON,,,,,,,,1ORD,PU,0573233E,49.17300738452138,6.107105961199238,1
1,OUI,7/3/2008,OUI,OUI,NON,,NON,NON,OUI,,,CLG,PU,0572184P,49.11907977409957,7.074874264352753,2
1,OUI,8/7/2012,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0541121A,48.69673914067143,6.030877417371521,1
1,OUI,4/18/2006,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0571021A,49.41913512910986,6.1592443513822674,1
1,OUI,1/11/2007,OUI,OUI,NON,12/15/2006,NON,NON,OUI,,"Le DTA datant de 10 ans, la mairie procèdera à une nouvelle expertise durant les grandes vacances. Un rapport me sera adressé à la rentrée. 
La toiture est également en réfection durant ces vacances et la présence de plaques amiantées fissurées a été ra",1ORD,PU,0570845J,49.10342643177558,7.064207689868421,1
1,OUI,2/4/2016,OUI,OUI,,2/4/2016,NON,NON,OUI,,"L'amiante est présent sous les dalles du sol. Tant que le sol n'est ni percé, ni détérioré, il n'y a pas de danger.
Contrôle tous les trois ans préconisé.",1ORD,PU,0540533L,49.22009867981416,6.0059011018092665,1
1,OUI,7/18/2013,OUI,OUI,OUI,7/18/2013,NON,NON,OUI,,,1ORD,PU,0540532K,49.22339420504165,5.980036753102845,1
1,OUI,12/1/2015,OUI,NON,,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0880486A,48.194488292606614,6.719896148591576,1
1,OUI,1/30/2004,OUI,OUI,,,,,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0881350P,48.19600719518275,6.95522755358355,1
1,NON,,,,,,,,,,,LYC,PR,0541313J,48.6882412565284,6.172567091856477,3
1,NON,,,,,,,,,,,CLG,PR,0541339M,48.6882412565284,6.172567091856477,2
1,OUI,7/1/2014,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0542182D,49.223982754840705,5.979883879527846,1
1,OUI,6/6/1997,OUI,OUI,NON,10/27/2005,NON,OUI,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",Conclusion du,1ORD,PU,0571069C,49.13827427240078,7.121432706206872,1
2,NON,,,,,,,,,,,1ORD,PR,0541644U,48.68891836827604,6.172526627310942,1
2,NON,,,,,,,,,,,LYC,PR,0550049E,49.16052569082841,5.381232091027941,3
1,NON,,,,,,,,,,,1ORD,PU,0541980J,48.68847369866155,5.888576719752708,1
1,OUI,1/1/2011,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0572936G,49.31523949280647,6.120444093409327,1
2,NON,,,,,,,,,,,CLG,PR,0550055L,49.159854782904645,5.380954364160999,2
1,OUI,7/16/2014,OUI,OUI,OUI,7/16/2014,NON,NON,OUI,,RAS,1ORD,PU,0540531J,49.2242498187842,5.994586694688126,1
2,NON,,,,,,,,,,,1ORD,PU,0540169R,48.657755282942496,6.2670911090503285,1
1,OUI,8/22/2012,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0572605X,48.67085735099701,7.115926616145504,1
1,OUI,12/21/2009,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0881414J,48.371253153782355,6.284172911968017,1
1,NON,,,,,,,,,,,1ORD,PU,0880805X,48.357329989420855,6.734370371902138,1
2,,,,,,,,,,,,1ORD,PU,0542166L,48.39492220446331,6.1311645043946434,1
1,OUI,4/2/2015,,OUI,NON,,NON,NON,OUI,,Je ne suis pas certain que le local vélo ait été visité. J'ai demandé confirmation par mail à la mairie le 29 juin 2016.,1ORD,PU,0572456K,49.117996190407894,6.224295248450941,1
1,NON,,,,,,,,,,,1ORD,PU,0573354L,49.02856486718286,7.179993430351403,1
1,OUI,10/24/2014,OUI,OUI,NON,,NON,NON,OUI,,,CLG,PU,0881103W,48.31385090275322,5.580012597589798,2
1,NON,,,,,,,,,,,1ORD,PU,0542340A,48.55103531552533,6.248531027977668,1
1,OUI,,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0550827A,49.453773075685994,5.458559423410988,1
1,OUI,3/20/1997,OUI,NON,NON,,NON,NON,OUI,,,CLG,PR,0570213X,48.730831414131295,7.0520323586202185,2
1,OUI,,OUI,NON,NON,,NON,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0540766P,48.573329075209884,6.529231595537728,1
1,OUI,3/20/1997,OUI,NON,NON,,NON,NON,OUI,,,LP,PR,0570294K,48.73091059734707,7.052034422188065,3
1,OUI,7/6/2015,OUI,OUI,OUI,7/8/2015,NON,NON,OUI,,,LYC,PU,0540030P,49.52139221851578,5.75919765617403,3
1,OUI,4/20/2016,NON,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0541277V,49.513106611270416,5.756141109093599,1
1,OUI,1/25/2006,OUI,OUI,OUI,,NON,NON,OUI,,"Suite à l'évolution réglementaire concernant les matériaux contenant de l'amiante, un diagnostic complémentaire sera effectué courant 2016. (cf point 7)",1ORD,PU,0573589S,49.15817534481949,7.024736371610119,1
1,OUI,12/2/2008,OUI,OUI,OUI,9/22/2015,,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,CLG,PU,0572348T,49.0736049825714,6.187228781056709,2
1,NON,,,,,,,,,,,1ORD,PU,0881262U,48.45330598390234,6.9465540635973815,1
1,OUI,8/25/2003,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0550798U,49.10786586766375,5.073993217014618,1
1,NON,,,,,,,,,,,1ORD,PU,0573598B,49.185323453267095,6.872613126199651,1
1,OUI,6/3/1997,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0541844L,48.61150222617203,6.147369009078937,1
1,OUI,,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0573260J,49.01176533065063,6.964318653035598,1
1,OUI,,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0573273Y,49.01206300806121,6.9645193211899885,1
1,OUI,3/20/1997,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PR,0572389M,48.730734214465464,7.052136446350657,1
1,OUI,7/5/2005,,OUI,NON,,NON,NON,OUI,,"amiante dans les dalles de sol .
il est préconisé une protection du matériau contre les sollicitations mécaniques,",1ORD,PU,0573083S,49.057018807111334,6.580621955636808,1
1,OUI,,OUI,NON,,,,,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",date du contrôle le 17/11/2005,1ORD,PU,0570765X,49.3535044006225,6.541262943380014,1
1,OUI,11/15/2004,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",copie du dossier remis à l'école,1ORD,PU,0572296L,49.36112430762878,6.04998828541396,1
1,OUI,6/2/2006,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0571073G,49.151373355615355,7.09415995798042,1
1,OUI,3/25/2013,OUI,OUI,OUI,,NON,NON,OUI,,,1ORD,PU,0570862C,49.1132489675181,6.8373646746946015,1
1,OUI,2/5/2009,OUI,OUI,NON,,NON,NON,OUI,,,CLG,PU,0570104D,49.192264633960114,6.916063863875816,2
2,,,,,,,,,,,,1ORD,PU,0540761J,48.81595139676693,6.12798847583835,1
1,OUI,7/15/2015,OUI,NON,NON,7/15/2015,NON,NON,OUI,,,1ORD,PU,0540874G,48.702678253194726,6.177130778303203,1
1,OUI,,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0881001K,48.26970925727878,7.002871936997613,1
1,,,,,,,,,,,Le bâtiment de l'école primaire de Neunkirch est un bâtiment des années 1960 qui contient de l'amiante mais pour en savoir plus il faut contacter la commune de Sarreguemines.,1ORD,PU,0573346C,49.11936097180275,7.086983155505835,1
1,NON,,,,,,,,,,,1ORD,PU,0572856V,49.36313650544299,6.214320731677784,1
1,NON,,,,,,,,,,,1ORD,PU,0541018N,48.526517545357144,5.806773482400332,1
1,OUI,3/1/2007,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0572771C,49.108927134460856,6.223066092871028,1
1,OUI,11/7/2007,OUI,OUI,NON,11/7/2007,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0572545G,49.14033634879268,6.797098640776098,1
1,NON,,,,,,,,,,,1ORD,PU,0571249Y,49.41950823174871,6.380759422149432,1
1,OUI,4/15/1997,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0573380P,49.1025794192521,6.7103842899138355,1
2,NON,,,,,,,,,,,1ORD,PU,0550693E,49.20856185671065,5.375161711439083,1
1,OUI,9/15/2005,OUI,OUI,NON,,NON,NON,OUI,,,1ORD,PU,0572034B,49.1964478239881,6.086162078581745,1
1,OUI,4/14/2006,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0570924V,49.346505372567556,6.184318336602376,1
1,OUI,2/13/2009,NON,OUI,NON,,NON,,OUI,,,1ORD,PU,0573618Y,49.367255618264686,6.172319923492276,1
0,,,,,,,,,,,"Madame Guillaume, Directrice de notre établissement, a déjà saisi cette enquête pour le lycée technique 0542161F et nous partageons les mêmes locaux avec le lycée professionnel 0541363N donc les données sont similaires.
Cordialement,

Cyril Gérauld",LP,PR,0541363N,48.68273434647061,6.179814437027571,3
1,NON,,,,,,,,,,,1ORD,PU,0570529R,48.908308406014854,6.8489242419906615,1
1,OUI,1/16/2006,OUI,OUI,NON,,NON,NON,NON,,,1ORD,PU,0570931C,49.08346872238453,7.169757790495745,1
1,NON,,,,,,,,,,,1ORD,PU,0573150P,49.106105381327616,7.000987455464782,1
1,OUI,12/16/2005,OUI,NON,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",DTA consultable à l'hôtel de ville Services techniques 46 rue Charles de Gaulle 88400 GERARDMER,1ORD,PU,0881645K,48.06869385372706,6.876058348551652,1
1,OUI,7/3/2008,OUI,OUI,NON,,NON,NON,OUI,,,CLG,PU,0572363J,49.14988792317398,7.023520947949902,2
1,OUI,9/1/2012,OUI,OUI,OUI,,,NON,OUI,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",,1ORD,PU,0540998S,48.70194657337868,6.2063798853239405,1
1,OUI,5/18/2016,OUI,OUI,OUI,5/18/2016,NON,,OUI,,,1ORD,PU,0573496R,49.38603894663432,6.244251442826946,1
1,OUI,6/22/2016,OUI,OUI,OUI,5/18/2016,NON,NON,OUI,,,1ORD,PU,0572434L,49.37473226858037,6.239600647889392,1
1,NON,,,,,,,,,,,1ORD,PU,0880844P,48.13880447168678,6.670528904187269,1
1,OUI,6/28/2016,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0881504G,48.32493617274992,6.297939782227367,1
1,OUI,7/30/2014,OUI,OUI,OUI,,,,OUI,,,CLG,PU,0540088C,49.544709480309976,5.790352318724787,2
1,OUI,2/15/2006,OUI,OUI,NON,,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)","Suite à la réhabilitation de l'école, plus de trace d'amiante.",1ORD,PU,0573485D,48.933001519857044,6.855907025760915,1
2,NON,,,,,,,,,,,1ORD,PU,0881321H,48.1175690905486,6.528135682034452,1
1,OUI,10/14/2005,OUI,OUI,NON,,NON,OUI,OUI,,,1ORD,PU,0573608M,49.14475832764568,6.774747275033836,1
1,NON,,,,,,,,,,,1ORD,PU,0571067A,48.80847458334165,7.0634034707002975,1
1,OUI,4/18/1997,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0570465W,49.18093231202898,6.105432580435842,1
1,OUI,7/4/2016,OUI,OUI,OUI,6/24/2016,NON,OUI,OUI,,,1ORD,PU,0881157E,48.06620018401644,5.782430323737573,1
1,OUI,12/1/2014,OUI,OUI,OUI,12/1/2014,NON,NON,NON,"Collectivité locale de rattachement (Mairie, Conseil départemental, Conseil régional)",A analyser si travaux : appuis de fenêtres,1ORD,PU,0541214B,48.7153627766224,6.261028255444787,1
1,OUI,5/22/2006,OUI,NON,NON,,NON,NON,OUI,,,1ORD,PU,0572912F,49.2996168032652,6.160535566866551,1
0,OUI,,OUI,NON,NON,,,,OUI,,J'ai un document à l'école provenant de la mairie et attestant qu'il n'y a pas présence d'amiante dans l'école primaire de Flévy.,1ORD,PU,0571908P,49.23729098825361,6.244551355306742,1
1,,,,,,,,,,,"Le document DTA a été demandé à la municipalité par courrier : lors de la création du DUER et plus récemment dans un courrier en date de janvier 2016.
Et à ce jour ,aucun document ne m'a encore été transmis.
Cordialement,
Mme Lemesle, directrice..",1ORD,PU,0880799R,48.332465953209905,6.638205817236218,1
1,NON,,,,,,,,,,,1ORD,PU,0550824X,49.093413953154716,5.631944181167658,1
1,NON,,,,,,,,,,,1ORD,PU,0572613F,49.10579552909104,7.002695342950237,1
