LibSubCom,code_commune,longitude,latitude,Inscrits,Abstentions,Votants,Blancs,Nuls,Exprimes,entete,nb_voix,url_libe
Neufchâtel-Hardelot,62604,1.6115,50.6204,3469,1045,2424,72,41,2311,BAVÉLÈRE,1201,
Fabrègues,34095,3.7777,43.5415,5719,1798,3921,126,70,3725,CHAPUIS,2204,
Thorigné-Fouillard,35334,-1.5831,48.1498,6429,1968,4461,139,102,4220,CHAPUIS,3221,
Biganos,33051,-0.9643,44.6483,8383,2540,5843,156,103,5584,CHAPUIS,3905,
Florensac,34101,3.4586,43.3864,3781,1197,2584,116,47,2421,CHAPUIS,1439,
Courthézon,84039,4.8838,44.0886,4366,1341,3025,86,62,2877,CHAPUIS,1525,
Ussel,19275,2.3033,45.5534,6349,1898,4451,180,86,4185,CHAPUIS,2893,
Santes,59553,2.9559,50.5912,4728,1446,3282,117,67,3098,CHAPUIS,1749,
Treillières,44209,-1.6184,47.3082,7516,2252,5264,180,92,4992,CHAPUIS,3827,
Vittel,88516,5.9459,48.2135,4334,1280,3054,78,53,2923,CHAPUIS,1645,
Ytrac,15267,2.3701,44.9186,3384,969,2415,107,38,2270,CHAPUIS,1564,
Feytiat,87065,1.3283,45.808,4790,1526,3264,76,62,3126,CHAPUIS,2224,
Pacé,35210,-1.7807,48.1515,8513,2644,5869,192,124,5553,CHAPUIS,4344,
Ventabren,13114,5.2942,43.5397,4804,1439,3365,113,66,3186,CHAPUIS,1819,
Caumont-sur-Durance,84034,4.9505,43.9003,3911,1222,2689,78,56,2555,CHAPUIS,1405,
Hennebont,56083,-3.275,47.8071,11442,3456,7986,254,167,7565,CHAPUIS,5533,
Deauville,14220,0.0772,49.3531,3462,1043,2419,72,45,2302,CHAPUIS,1534,
Coulogne,62244,1.8882,50.916,4500,1361,3139,97,54,2988,BAVÉLÈRE,1589,
Laventie,62491,2.7767,50.615,3938,1075,2863,82,47,2734,BAVÉLÈRE,1410,
Aussonne,31032,1.33,43.6785,5358,1469,3889,127,67,3695,CHAPUIS,2691,
Charly,69046,4.7896,45.6507,3855,1247,2608,64,48,2496,CHAPUIS,1835,
Unieux,42316,4.265,45.4044,6041,1781,4260,120,87,4053,CHAPUIS,2586,
La Ferté-sous-Jouarre,77183,3.134,48.9505,5743,1816,3927,113,112,3702,CHAPUIS,2302,
Dinard,35093,-2.057,48.6291,8905,2675,6230,152,129,5949,CHAPUIS,4617,
Saint-Max,54482,6.2062,48.7058,7484,2181,5303,155,90,5058,CHAPUIS,3022,
Langeac,43112,3.4793,45.0763,2775,782,1993,71,37,1885,CHAPUIS,1208,
Buxerolles,86041,0.369,46.6065,7435,2206,5229,172,108,4949,CHAPUIS,3455,
Fontaine,38169,5.6682,45.1936,12717,3777,8940,322,197,8421,CHAPUIS,5566,https://www.liberation.fr/resultats-elections/auvergne-rhone-alpes/isere/fontaine-38169/
Lavelanet,09160,1.8474,42.9333,4698,1422,3276,77,83,3116,CHAPUIS,1961,
Saint-Doulchard,18205,2.355,47.1021,7361,2156,5205,129,104,4972,CHAPUIS,3013,
Port-la-Nouvelle,11266,3.0386,43.0282,4952,1523,3429,121,60,3248,CHAPUIS,1759,
Sarrebourg,57630,7.0607,48.7395,7839,2320,5519,176,104,5239,CHAPUIS,2968,
Annoeullin,59011,2.9283,50.5272,7498,2195,5303,146,97,5060,CHAPUIS,2871,
Billy-Montigny,62133,2.9096,50.4152,5133,1595,3538,106,65,3367,BAVÉLÈRE,1742,
Bourbourg,59094,2.2,50.9414,4892,1421,3471,111,66,3294,CHAPUIS,1867,
Saint-Jean-de-Maurienne,73248,6.3402,45.2667,4732,1406,3326,102,66,3158,CHAPUIS,2070,
Pérenchies,59457,2.9706,50.6687,6289,1950,4339,135,92,4112,CHAPUIS,2320,
Cesson,77067,2.5883,48.5661,7419,2288,5131,131,118,4882,CHAPUIS,3146,
Bourg-Saint-Maurice,73054,6.787,45.6607,4929,1477,3452,109,82,3261,CHAPUIS,2111,
Coutances,50147,-1.4436,49.0585,5756,1714,4042,145,88,3809,CHAPUIS,2579,
Saint-Zacharie,83120,5.7183,43.3801,4844,1479,3365,137,81,3147,CHAPUIS,1600,
Langon,33227,-0.2327,44.5355,4656,1365,3291,118,61,3112,CHAPUIS,2223,
Martignas-sur-Jalle,33273,-0.7811,44.8437,5677,1609,4068,108,85,3875,CHAPUIS,2737,
Saint-André de la Roche,06114,7.2872,43.7459,3857,1160,2697,71,49,2577,CHAPUIS,1422,
Machecoul-Saint-Même,44087,-1.8423,46.9885,5965,1749,4216,140,68,4008,CHAPUIS,3054,
Brumath,67067,7.7105,48.7267,7220,2240,4980,176,116,4688,CHAPUIS,2951,
Piolenc,84091,4.7599,44.1759,4025,1226,2799,61,64,2674,CHAPUIS,1365,
Cazères,31135,1.0928,43.2178,3629,1077,2552,93,54,2405,CHAPUIS,1800,
Hettange-Grande,57323,6.1541,49.418,5364,1619,3745,103,75,3567,CHAPUIS,2084,
Wavrin,59653,2.9366,50.5732,6045,1767,4278,147,80,4051,CHAPUIS,2309,
Mainvilliers,28229,1.4485,48.4631,6857,2061,4796,173,104,4519,CHAPUIS,2714,
Brissac-Loire-Aubance,49050,-0.4112,47.3488,8534,2566,5968,205,117,5646,CHAPUIS,4125,
Lamastre,07129,4.5918,44.982,1774,587,1187,33,18,1136,CHAPUIS,735,
Mareil-Marly,78367,2.0757,48.8791,2693,750,1943,75,36,1832,CHAPUIS,1426,
Saint-Barthélemy-d'Anjou,49267,-0.4825,47.4727,7159,2139,5020,115,100,4805,CHAPUIS,3488,
Horbourg-Wihr,68145,7.4034,48.0841,4476,1387,3089,71,46,2972,CHAPUIS,1738,
Villefranche-de-Lauragais,31582,1.7227,43.4087,3498,985,2513,106,45,2362,CHAPUIS,1718,
Saint-Loubès,33433,-0.4322,44.9182,7169,2168,5001,159,94,4748,CHAPUIS,3312,
Les Andelys,27016,1.4225,49.2545,5582,1669,3913,89,87,3737,CHAPUIS,2079,
Tourrette-Levens,06147,7.2734,43.7866,3873,1048,2825,87,63,2675,CHAPUIS,1516,
Chabeuil,26064,5.0143,44.9001,5906,1795,4111,137,99,3875,CHAPUIS,2451,
Le Tréport,76711,1.3763,50.0565,3564,1014,2550,79,44,2427,CHAPUIS,1487,
Saint-Victoret,13102,5.2531,43.4161,4990,1494,3496,66,56,3374,CHAPUIS,1939,
Aime-la-Plagne,73006,6.6223,45.5683,3932,1197,2735,78,64,2593,CHAPUIS,1682,
Thouars,79329,-0.247,46.9717,9942,2982,6960,195,140,6625,CHAPUIS,4761,
Bellegarde,30034,4.4882,43.745,5281,1550,3731,141,89,3501,CHAPUIS,1914,
Capbreton,40065,-1.4174,43.6349,7716,2160,5556,210,96,5250,CHAPUIS,3569,
Meximieux,01244,5.1959,45.9111,5424,1624,3800,111,74,3615,CHAPUIS,2227,
Toul,54528,5.8926,48.6812,9867,2916,6951,210,138,6603,CHAPUIS,4004,
Sarzeau,56240,-2.7733,47.533,8008,2471,5537,134,111,5292,CHAPUIS,3851,
Vendin-le-Vieil,62842,2.8504,50.4675,6029,1883,4146,151,94,3901,BAVÉLÈRE,2046,
Eu,76255,1.4285,50.0418,5760,1775,3985,146,97,3742,CHAPUIS,2317,
Malemort,19123,1.5931,45.1817,6130,1923,4207,112,92,4003,CHAPUIS,2808,
Évian-les-Bains,74119,6.5888,46.3933,5951,1862,4089,149,94,3846,CHAPUIS,2713,
Vaulx-en-Velin,69256,4.9142,45.7802,23901,7148,16753,537,310,15906,CHAPUIS,11682,https://www.liberation.fr/resultats-elections/auvergne-rhone-alpes/rhone/vaulx-en-velin-69256/
Rethel,08362,4.3825,49.5141,4765,1423,3342,85,77,3180,CHAPUIS,1591,
Rochefort-du-Gard,30217,4.6697,43.9816,6143,1919,4224,145,106,3973,CHAPUIS,2166,
Saint-Brice-sous-Forêt,95539,2.3454,49.0028,8920,2721,6199,139,126,5934,CHAPUIS,4361,
L'Aigle,61214,0.6092,48.7613,4721,1371,3350,111,75,3164,CHAPUIS,1986,
Labruguière,81120,2.2648,43.5096,5065,1516,3549,94,78,3377,CHAPUIS,2115,
Bretignolles-sur-Mer,85035,-1.8646,46.6345,4580,1355,3225,84,77,3064,CHAPUIS,2163,
Pontchâteau,44129,-2.0914,47.4348,7948,2368,5580,211,102,5267,CHAPUIS,4103,
La Wantzenau,67519,7.8373,48.6598,4963,1479,3484,90,66,3328,CHAPUIS,2105,
Bompas,66021,2.9426,42.7303,5799,1797,4002,104,95,3803,CHAPUIS,2092,
Guidel,56078,-3.4848,47.7987,9635,2919,6716,219,133,6364,CHAPUIS,4516,
Trèbes,11397,2.4576,43.2088,3915,1185,2730,83,50,2597,CHAPUIS,1422,
Montargis,45208,2.7361,47.996,7295,2190,5105,177,117,4811,CHAPUIS,3064,
Manduel,30155,4.4879,43.8109,5332,1585,3747,106,86,3555,CHAPUIS,1956,
Saint-Marcel-lès-Valence,26313,4.9446,44.973,4294,1309,2985,109,59,2817,CHAPUIS,1738,
Cuincy,59165,3.0345,50.3762,4912,1499,3413,117,68,3228,CHAPUIS,1829,
Beauzelle,31056,1.3718,43.6713,4908,1471,3437,90,69,3278,CHAPUIS,2402,
Bondoufle,91086,2.3789,48.6148,7190,2226,4964,187,100,4677,CHAPUIS,3348,
Vaugneray,69255,4.6422,45.7294,4399,1389,3010,98,52,2860,CHAPUIS,2101,
Lisle-sur-Tarn,81145,1.7685,43.9005,3861,1191,2670,73,54,2543,CHAPUIS,1620,
Prades-le-Lez,34217,3.8651,43.7061,4435,1355,3080,79,58,2943,CHAPUIS,1694,
Barentin,76057,0.9546,49.5429,8611,2647,5964,175,88,5701,CHAPUIS,3432,
Saint-Jean-d'Angély,17347,-0.5181,45.941,5533,1601,3932,159,69,3704,CHAPUIS,2418,
Le Bourget,93013,2.4259,48.9359,6134,1883,4251,116,76,4059,CHAPUIS,3118,
Chaponnay,69270,4.9524,45.6265,3395,916,2479,87,67,2325,CHAPUIS,1728,
Rivesaltes,66164,2.8737,42.7641,6681,1991,4690,160,113,4417,CHAPUIS,2410,
Sainghin-en-Weppes,59524,2.8977,50.5575,4417,1385,3032,73,78,2881,CHAPUIS,1647,
Brunstatt-Didenheim,68056,7.3155,47.7147,5949,1834,4115,155,84,3876,CHAPUIS,2246,
Plateau d'Hauteville,01185,5.5645,45.9309,3045,960,2085,64,50,1971,CHAPUIS,1190,
Lectoure,32208,0.647,43.9492,2723,813,1910,62,41,1807,CHAPUIS,1223,
La Tour-de-Salvagny,69250,4.7178,45.8055,3163,1017,2146,68,44,2034,CHAPUIS,1477,
Chazelles-sur-Lyon,42059,4.3756,45.628,3838,1086,2752,66,42,2644,CHAPUIS,1723,
Sarlat-la-Canéda,24520,1.1981,44.9045,6729,1908,4821,131,95,4595,CHAPUIS,2934,
Hagetmau,40119,-0.5865,43.6481,3540,1056,2484,85,54,2345,CHAPUIS,1573,
Haute-Goulaine,44071,-1.4178,47.1981,4914,1433,3481,148,66,3267,CHAPUIS,2531,
Gex,01173,6.0475,46.3425,6475,2027,4448,120,71,4257,CHAPUIS,2580,
Châteaudun,28088,1.3143,48.0785,7841,2359,5482,133,121,5228,CHAPUIS,3121,
Orly,94054,2.4007,48.7434,11670,3493,8177,254,176,7747,CHAPUIS,6256,https://www.liberation.fr/resultats-elections/ile-de-france/val-de-marne/orly-94054/
Carrières-sous-Poissy,78123,2.0323,48.9512,9475,2800,6675,204,135,6336,CHAPUIS,4930,
Pierre-Bénite,69152,4.8208,45.7013,6329,1828,4501,106,101,4294,CHAPUIS,3170,
Aulnoye-Aymeries,59033,3.8277,50.2103,6569,2023,4546,177,92,4277,CHAPUIS,2450,
Courseulles-sur-Mer,14191,-0.4545,49.3235,3714,1183,2531,80,38,2413,CHAPUIS,1655,
Loriol-sur-Drôme,26166,4.8093,44.7482,4307,1323,2984,96,70,2818,CHAPUIS,1763,
La Roche-sur-Foron,74224,6.2986,46.0441,6740,2005,4735,124,104,4507,CHAPUIS,3102,
Chambray-lès-Tours,37050,0.7115,47.3325,7682,2171,5511,142,110,5259,CHAPUIS,3629,
Saint-Vincent-de-Tyrosse,40284,-1.3067,43.6645,6032,1845,4187,145,87,3955,CHAPUIS,2709,
Chevigny-Saint-Sauveur,21171,5.1324,47.2982,7558,2304,5254,151,97,5006,CHAPUIS,3190,
Seyssinet-Pariset,38485,5.6604,45.1706,8238,2537,5701,153,135,5413,CHAPUIS,3597,
Aire-sur-l'Adour,40001,-0.2641,43.7013,4515,1371,3144,97,50,2997,CHAPUIS,2095,
Gérardmer,88196,6.8417,48.0687,6464,1797,4667,151,96,4420,CHAPUIS,2500,
Fronton,31202,1.3709,43.8513,4826,1411,3415,87,66,3262,CHAPUIS,2372,
Illzach,68154,7.3585,47.7765,9119,2698,6421,204,121,6096,CHAPUIS,3543,
Pontivy,56178,-2.9702,48.0702,9488,2788,6700,190,131,6379,CHAPUIS,4569,
Gan,64230,-0.4071,43.201,4348,1367,2981,74,52,2855,CHAPUIS,2153,
Vic-le-Comte,63457,3.2462,45.6452,4100,1174,2926,90,67,2769,CHAPUIS,1985,
Saint-Bonnet-de-Mure,69287,5.0257,45.6963,5060,1534,3526,85,63,3378,CHAPUIS,2481,
Montauroux,83081,6.7899,43.5894,5022,1466,3556,114,80,3362,BAVÉLÈRE,1693,
Bram,11049,2.1078,43.2504,2458,717,1741,59,34,1648,CHAPUIS,909,
Cabourg,14117,-0.1258,49.2816,3382,935,2447,55,52,2340,CHAPUIS,1557,
Saint-Sever,40282,-0.5616,43.7602,3871,1118,2753,89,56,2608,CHAPUIS,1804,
Aubignan,84004,5.0344,44.0988,4328,1295,3033,66,68,2899,CHAPUIS,1539,
Tence,43244,4.2989,45.1129,2541,722,1819,47,32,1740,CHAPUIS,1075,
Montigny-lès-Cormeilles,95424,2.1903,48.9893,12663,3759,8904,230,180,8494,CHAPUIS,6155,https://www.liberation.fr/resultats-elections/ile-de-france/val-d-oise/montigny-les-cormeilles-95424/
Séméac,65417,0.1164,43.2196,3814,1111,2703,67,43,2593,CHAPUIS,1791,
Creuzier-le-Vieux,03094,3.438,46.1631,2857,835,2022,59,37,1926,CHAPUIS,1228,
Jonage,69279,5.0448,45.7921,4632,1419,3213,124,76,3013,CHAPUIS,2208,
Arnouville,95019,2.4165,48.9847,7636,2246,5390,168,109,5113,CHAPUIS,3685,
Mortagne-sur-Sèvre,85151,-0.9471,46.9945,5025,1432,3593,133,59,3401,CHAPUIS,2415,
Valdallière,14726,-0.7205,48.8575,4318,1265,3053,95,54,2904,CHAPUIS,1985,
Anzin,59014,3.5102,50.3762,8547,2531,6016,157,118,5741,CHAPUIS,3344,
Noirmoutier-en-l'Ile,85163,-2.2752,47.0099,4261,1199,3062,73,54,2935,CHAPUIS,2063,
Méry-sur-Oise,95394,2.1749,49.0558,6347,1853,4494,143,68,4283,CHAPUIS,3103,
La Bouilladisse,13016,5.6144,43.3953,4657,1336,3321,78,60,3183,CHAPUIS,1840,
Le Cateau-Cambrésis,59136,3.5479,50.0954,4308,1277,3031,102,64,2865,CHAPUIS,1669,
Amplepuis,69006,4.3217,45.9676,3516,1042,2474,70,50,2354,CHAPUIS,1699,
Larmor-Plage,56107,-3.3901,47.7152,7363,2201,5162,158,95,4909,CHAPUIS,3549,
Saint-Galmier,42222,4.317,45.6003,4163,1246,2917,119,68,2730,CHAPUIS,1785,
Paray-Vieille-Poste,91479,2.3569,48.7234,5036,1516,3520,132,70,3318,CHAPUIS,2397,
Saint-Mandrier-sur-Mer,83153,5.9243,43.0775,4181,1335,2846,71,42,2733,CHAPUIS,1419,
Talant,21617,4.9941,47.3403,7183,2194,4989,137,106,4746,CHAPUIS,3008,
Soisy-sur-Seine,91600,2.4649,48.6589,5231,1598,3633,113,66,3454,CHAPUIS,2502,
Le Pouliguen,44135,-2.4312,47.2658,4589,1342,3247,91,72,3084,CHAPUIS,2409,
Gouesnou,29061,-4.4633,48.4477,5202,1579,3623,121,80,3422,CHAPUIS,2630,
Auray,56007,-2.9885,47.6643,9556,2913,6643,197,135,6311,CHAPUIS,4562,
Mazamet,81163,2.4052,43.461,7027,2146,4881,144,90,4647,CHAPUIS,2984,
Forcalquier,04088,5.7929,43.9595,3938,1107,2831,92,57,2682,CHAPUIS,1595,
La Fouillouse,42097,4.3275,45.4988,3458,1012,2446,59,45,2342,CHAPUIS,1516,
Ombrée-d'Anjou,49248,-1.1171,47.7239,6246,1805,4441,146,88,4207,CHAPUIS,3033,
Garéoult,83064,6.041,43.339,4991,1449,3542,137,76,3329,CHAPUIS,1710,
Rabastens,81220,1.7052,43.8389,4577,1436,3141,56,57,3028,CHAPUIS,1921,
Faverges-Seythenex,74123,6.2765,45.7325,5476,1659,3817,88,76,3653,CHAPUIS,2541,
Marvejols,48092,3.288,44.5572,3220,908,2312,70,49,2193,CHAPUIS,1456,
Bois-le-Roi,77037,2.7008,48.4794,4886,1503,3383,91,69,3223,CHAPUIS,2151,
Saint-Tropez,83119,6.6614,43.2656,4250,1279,2971,92,59,2820,CHAPUIS,1442,
Saint-Didier-en-Velay,43177,4.2845,45.3079,2686,877,1809,79,29,1701,CHAPUIS,1105,
Labarthe-sur-Lèze,31248,1.4001,43.4585,4364,1304,3060,113,59,2888,CHAPUIS,2072,
Clermont,60157,2.414,49.3788,6092,1823,4269,121,89,4059,CHAPUIS,2200,
Orcines,63263,3.0097,45.7864,2914,890,2024,58,45,1921,CHAPUIS,1378,
Honfleur,14333,0.2277,49.4088,5551,1679,3872,109,59,3704,CHAPUIS,2562,
Crosne,91191,2.4611,48.7193,5943,1875,4068,96,98,3874,CHAPUIS,2861,
Houdain,62457,2.5348,50.4544,5192,1514,3678,128,68,3482,BAVÉLÈRE,1799,
Lucciana,2B148,9.4681,42.5373,3631,1116,2515,78,48,2389,CHAPUIS,1273,
Teyran,34309,3.9293,43.6831,4197,1279,2918,108,62,2748,CHAPUIS,1618,
Clisson,44043,-1.2717,47.0972,5574,1704,3870,107,71,3692,CHAPUIS,2846,
Bastelicaccia,2A032,8.8347,41.9344,2984,835,2149,63,41,2045,CHAPUIS,1047,
Verrières-en-Anjou,49323,-0.4751,47.5185,5985,1768,4217,121,87,4009,CHAPUIS,2970,
Sainte-Savine,10362,4.0331,48.2949,7252,2118,5134,121,86,4927,CHAPUIS,2701,
Loon-Plage,59359,2.2035,51.0087,4808,1407,3401,102,56,3243,CHAPUIS,1800,
Trélissac,24557,0.778,45.2077,4878,1473,3405,99,57,3249,CHAPUIS,2046,
Peypin,13073,5.5754,43.3874,4633,1378,3255,63,62,3130,CHAPUIS,1857,
Saint-Jean-d'Illac,33422,-0.8063,44.8053,6734,2039,4695,160,96,4439,CHAPUIS,3152,
Châlette-sur-Loing,45068,2.7299,48.0186,7403,2259,5144,140,104,4900,CHAPUIS,3108,
Saint-Pair-sur-Mer,50532,-1.5431,48.803,3847,1106,2741,89,45,2607,CHAPUIS,1735,
L'Ile-Rousse,2B134,8.9347,42.6373,2498,814,1684,66,42,1576,CHAPUIS,804,
Les Avenières Veyrins-Thuellin,38022,5.5641,45.6339,5944,1813,4131,87,65,3979,CHAPUIS,2602,
Bohain-en-Vermandois,02095,3.4652,49.9885,3490,1018,2472,77,48,2347,BAVÉLÈRE,1250,
Ballan-Miré,37018,0.6031,47.3419,6433,1961,4472,105,103,4264,CHAPUIS,2910,
Saint-Laurent-Blangy,62753,2.8079,50.3062,4738,1390,3348,139,78,3131,BAVÉLÈRE,1604,
Lentilly,69112,4.6754,45.8115,4968,1499,3469,137,65,3267,CHAPUIS,2400,
Escaudain,59205,3.341,50.3347,6121,1926,4195,167,90,3938,CHAPUIS,2215,
Lacroix-Saint-Ouen,60338,2.7717,49.3615,3707,1099,2608,65,60,2483,CHAPUIS,1298,
Montech,82125,1.2368,43.9545,4429,1338,3091,70,77,2944,CHAPUIS,1682,
Etréchy,91226,2.1845,48.4937,5019,1458,3561,96,67,3398,CHAPUIS,2415,
Polignac,43152,3.8544,45.0766,2350,726,1624,49,25,1550,CHAPUIS,1003,
Canohès,66038,2.8347,42.652,4836,1408,3428,107,77,3244,CHAPUIS,1724,
Lescure-d'Albigeois,81144,2.1836,43.9694,3639,1077,2562,82,46,2434,CHAPUIS,1535,
Dunières,43087,4.3493,45.2147,2068,669,1399,35,30,1334,CHAPUIS,874,
Vernaison,69260,4.8053,45.6458,3143,930,2213,65,42,2106,CHAPUIS,1571,
Wingles,62895,2.8536,50.4904,6125,1795,4330,183,103,4044,BAVÉLÈRE,2083,
Zonza,2A362,9.3241,41.6993,2310,706,1604,30,28,1546,BAVÉLÈRE,774,
Roquefort-la-Bédoule,13085,5.62,43.2524,4629,1464,3165,97,59,3009,CHAPUIS,1723,
Mauriac,15120,2.3139,45.2202,2665,736,1929,31,36,1862,CHAPUIS,1303,
Poisy,74213,6.0723,45.9145,5734,1686,4048,158,64,3826,CHAPUIS,2618,
Franqueville-Saint-Pierre,76475,1.1775,49.4018,4831,1427,3404,92,64,3248,CHAPUIS,1951,
Goussainville,95280,2.4688,49.0267,16351,4879,11472,316,245,10911,CHAPUIS,7974,https://www.liberation.fr/resultats-elections/ile-de-france/val-d-oise/goussainville-95280/
Ergué-Gabéric,29051,-4.0084,48.0098,6667,2049,4618,116,108,4394,CHAPUIS,3324,
Bédarieux,34028,3.1509,43.6091,4360,1273,3087,83,66,2938,CHAPUIS,1737,
Publier,74218,6.5443,46.3898,4534,1391,3143,100,64,2979,CHAPUIS,2015,
Megève,74173,6.6316,45.833,2740,869,1871,70,47,1754,CHAPUIS,1193,
Chécy,45089,2.0244,47.9019,6246,1879,4367,135,79,4153,CHAPUIS,2677,
Saint-Julien-en-Genevois,74243,6.085,46.1353,7114,2154,4960,173,105,4682,CHAPUIS,3203,
Sangatte,62774,1.7691,50.9423,3788,1094,2694,91,59,2544,BAVÉLÈRE,1362,
Capavenir Vosges,88465,6.4176,48.2515,6830,2000,4830,180,104,4546,CHAPUIS,2548,
Banyuls-sur-Mer,66016,3.1209,42.4697,3535,1148,2387,67,47,2273,CHAPUIS,1192,
Ensuès-la-Redonne,13033,5.208,43.3447,4916,1526,3390,80,77,3233,CHAPUIS,1890,
Nérac,47195,0.3414,44.1288,5350,1593,3757,106,74,3577,CHAPUIS,2162,
Oissel,76484,1.066,49.3411,7336,2248,5088,132,102,4854,CHAPUIS,2891,
Limay,78335,1.738,48.995,9450,2712,6738,219,138,6381,CHAPUIS,4877,
Bassens,33032,-0.5189,44.9091,4783,1409,3374,102,74,3198,CHAPUIS,2255,
Les Sorinières,44198,-1.5216,47.1419,6487,1918,4569,147,81,4341,CHAPUIS,3282,
Valras-Plage,34324,3.2883,43.2466,3902,1083,2819,85,64,2670,CHAPUIS,1596,
Wallers,59632,3.3934,50.3767,4000,1190,2810,104,64,2642,CHAPUIS,1505,
Doullens,80253,2.3524,50.1574,4292,1384,2908,109,56,2743,CHAPUIS,1481,
Auchel,62048,2.466,50.5126,7563,2266,5297,148,106,5043,BAVÉLÈRE,2594,
Grigny,69096,4.7857,45.6115,5543,1662,3881,140,70,3671,CHAPUIS,2673,
Crolles,38140,5.8856,45.2853,6625,1958,4667,207,79,4381,CHAPUIS,2934,
Rousson,30223,4.1514,44.1988,3437,1025,2412,54,41,2317,CHAPUIS,1260,
Le Passage,47201,0.5918,44.1862,6735,1916,4819,191,87,4541,CHAPUIS,2729,
Capdenac-Gare,12052,2.0686,44.5582,3288,1005,2283,105,39,2139,CHAPUIS,1547,
Aussillon,81021,2.3509,43.4947,4283,1342,2941,73,43,2825,CHAPUIS,1820,
Saint-Just-en-Chaussée,60581,2.418,49.5091,3962,1219,2743,78,62,2603,CHAPUIS,1394,
Beausoleil,06012,7.4209,43.7477,5885,1790,4095,123,84,3888,CHAPUIS,2149,
Saint-Mathieu-de-Tréviers,34276,3.8728,43.7713,3792,1202,2590,87,56,2447,CHAPUIS,1453,
Bonneuil-sur-Marne,94011,2.4893,48.7774,9275,2765,6510,199,136,6175,CHAPUIS,4967,
Châteauneuf-sur-Loire,45082,2.2268,47.8822,5533,1598,3935,119,97,3719,CHAPUIS,2371,
Villemoustaussou,11429,2.3682,43.2449,3319,891,2428,52,46,2330,CHAPUIS,1293,
Saint-Christol-lès-Alès,30243,4.0712,44.0881,5906,1784,4122,135,82,3905,CHAPUIS,2125,
Monein,64393,-0.5579,43.2905,3631,1076,2555,88,47,2420,CHAPUIS,1832,
Decazeville,12089,2.2575,44.5682,3512,1017,2495,90,43,2362,CHAPUIS,1726,
Pacy-sur-Eure,27448,1.3859,49.0187,3668,1056,2612,97,54,2461,CHAPUIS,1371,
Chomérac,07066,4.6685,44.7058,2530,740,1790,35,28,1727,CHAPUIS,1063,
Nègrepelisse,82134,1.5198,44.0638,3837,1232,2605,89,61,2455,CHAPUIS,1400,
Loudéac,22136,-2.7503,48.1721,7229,2233,4996,158,78,4760,CHAPUIS,3444,
Longvic,21355,5.0501,47.2906,5203,1606,3597,72,68,3457,CHAPUIS,2212,
Parthenay,79202,-0.2306,46.6464,7219,2175,5044,111,110,4823,CHAPUIS,3467,
Vitry-en-Artois,62865,2.9757,50.3228,3753,1133,2620,64,60,2496,BAVÉLÈRE,1299,
Santa-Maria-di-Lota,2B309,9.4346,42.7502,1721,536,1185,44,24,1117,CHAPUIS,586,
Séné,56243,-2.7338,47.6168,7529,2259,5270,144,120,5006,CHAPUIS,3600,
Villefontaine,38553,5.1631,45.6117,11165,3278,7887,237,164,7486,CHAPUIS,4962,
Margny-lès-Compiègne,60382,2.8124,49.427,4817,1444,3373,94,62,3217,CHAPUIS,1706,
Chalonnes-sur-Loire,49063,-0.7754,47.3421,5211,1610,3601,125,64,3412,CHAPUIS,2480,
Espaly-Saint-Marcel,43089,3.856,45.048,2450,760,1690,41,45,1604,CHAPUIS,1030,
Villemoisson-sur-Orge,91667,2.3291,48.6637,5066,1546,3520,105,64,3351,CHAPUIS,2418,
Mimet,13062,5.5052,43.4196,4057,1170,2887,81,62,2744,CHAPUIS,1601,
Calenzana,2B049,8.7536,42.4892,1670,503,1167,44,22,1101,CHAPUIS,555,
Noves,13066,4.9006,43.8563,4213,1247,2966,71,55,2840,CHAPUIS,1694,
Sainte-Marie-la-Mer,66182,3.0231,42.7263,4125,1241,2884,89,51,2744,CHAPUIS,1465,
Prades,66149,2.4333,42.6157,4443,1354,3089,92,60,2937,CHAPUIS,1563,
Maule,78380,1.8447,48.9102,4115,1191,2924,96,52,2776,CHAPUIS,2142,
Leforest,62497,3.0573,50.4404,5354,1529,3825,110,76,3639,BAVÉLÈRE,1879,
Nort-sur-Erdre,44110,-1.516,47.444,6859,2031,4828,156,97,4575,CHAPUIS,3554,
Gueugnon,71230,4.0514,46.5957,5256,1550,3706,84,84,3538,CHAPUIS,2207,
Maizières-lès-Metz,57433,6.1562,49.2128,8670,2622,6048,202,139,5707,CHAPUIS,3305,
La Plagne Tarentaise,73150,6.6975,45.5574,3498,1040,2458,62,35,2361,CHAPUIS,1518,
Villemur-sur-Tarn,31584,1.4956,43.8664,4478,1338,3140,94,59,2987,CHAPUIS,2097,
Vals-près-le-Puy,43251,3.8606,45.0225,2309,665,1644,34,24,1586,CHAPUIS,996,
Hoenheim,67204,7.7494,48.6245,7776,2372,5404,173,110,5121,CHAPUIS,3224,
Tonneins,47310,0.3393,44.3833,6375,1886,4489,118,97,4274,CHAPUIS,2525,
Fouquières-lès-Lens,62351,2.9015,50.4281,4357,1314,3043,84,59,2900,BAVÉLÈRE,1504,
Seyssins,38486,5.6744,45.1588,5690,1773,3917,76,71,3770,CHAPUIS,2514,
Binic - Etables-sur-Mer,22055,-2.8343,48.6153,6286,1847,4439,144,101,4194,CHAPUIS,3150,
Estaires,59212,2.7161,50.6534,5086,1539,3547,110,52,3385,CHAPUIS,1911,
